Latitude (decimal degrees):	45.752
Longitude (decimal degrees):	4.949
Elevation (m):	195
Radiation database:	PVGIS-SARAH2


Slope: 37 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200529:1110,808.97,1043.89,65.25,21.65,4.21,0.0
20200529:1210,804.21,1039.53,64.94,22.46,4.34,0.0
20200529:1310,744.87,956.85,59.29,22.97,4.34,0.0
20200529:1410,636.23,808.71,50.64,23.26,4.28,0.0
20200529:1510,481.85,611.0,40.68,23.3,4.07,0.0
20200529:1610,288.13,383.9,30.27,23.08,4.0,0.0
20200529:1710,87.69,158.63,19.87,22.56,3.38,0.0
20200529:1810,23.03,42.93,9.82,21.54,2.69,0.0
20200529:1910,0.0,0.0,0.0,19.76,2.62,0.0
20200529:2010,0.0,0.0,0.0,18.06,2.48,0.0
20200529:2110,0.0,0.0,0.0,16.54,2.41,0.0
20200529:2210,0.0,0.0,0.0,14.88,2.0,0.0
20200529:2310,0.0,0.0,0.0,14.76,1.31,0.0
20200530:0010,0.0,0.0,0.0,14.76,1.1,0.0
20200530:0110,0.0,0.0,0.0,15.1,0.9,0.0
20200530:0210,0.0,0.0,0.0,14.51,0.76,0.0
20200530:0310,0.0,0.0,0.0,13.85,0.76,0.0
20200530:0410,0.0,0.0,0.0,13.07,0.83,0.0
20200530:0510,27.4,47.23,10.92,12.7,0.83,0.0
20200530:0610,138.24,211.07,21.01,13.85,0.62,0.0
20200530:0710,339.3,437.79,31.43,16.18,0.21,0.0
20200530:0810,509.41,656.23,41.82,17.64,0.07,0.0
20200530:0910,641.12,841.79,51.7,18.89,0.48,0.0
20200530:1010,728.1,972.46,60.17,19.85,0.83,0.0
20200530:1110,772.28,1041.31,65.39,20.84,1.1,0.0
20200530:1210,771.08,1032.42,65.09,21.5,1.52,0.0
20200530:1310,720.61,949.83,59.44,21.79,1.79,0.0
20200530:1410,623.14,806.69,50.77,22.07,1.93,0.0
20200530:1510,469.86,602.2,40.8,22.12,1.93,0.0
20200530:1610,282.34,377.48,30.39,22.03,2.14,0.0
20200530:1710,88.53,157.53,19.99,21.53,2.28,0.0
20200530:1810,24.39,44.65,9.95,20.76,2.0,0.0
20200530:1910,0.0,0.0,0.0,19.65,2.34,0.0
20200530:2010,0.0,0.0,0.0,18.07,2.34,0.0
20200530:2110,0.0,0.0,0.0,16.64,2.21,0.0
20200530:2210,0.0,0.0,0.0,15.18,2.0,0.0
20200530:2310,0.0,0.0,0.0,14.03,1.86,0.0
20200531:0010,0.0,0.0,0.0,13.26,1.72,0.0
20200531:0110,0.0,0.0,0.0,12.72,1.66,0.0
20200531:0210,0.0,0.0,0.0,12.17,1.52,0.0
20200531:0310,0.0,0.0,0.0,11.83,1.38,0.0
20200531:0410,0.0,0.0,0.0,11.61,1.31,0.0
20200531:0510,30.22,50.66,11.0,11.87,1.17,0.0
20200531:0610,137.66,208.73,21.09,14.19,0.97,0.0
20200531:0710,334.41,428.58,31.5,16.43,0.9,0.0
20200531:0810,504.29,643.29,41.89,17.84,0.62,0.0
20200531:0910,632.89,828.58,51.79,19.27,0.62,0.0
20200531:1010,718.46,963.17,60.28,20.58,0.76,0.0
20200531:1110,749.37,1015.12,65.53,21.49,0.9,0.0
20200531:1210,743.54,1006.55,65.24,22.26,1.03,0.0
20200531:1310,635.45,841.5,59.58,22.87,1.24,0.0
20200531:1410,585.22,766.04,50.9,23.26,1.38,0.0
20200531:1510,448.03,578.03,40.92,23.35,1.79,0.0
20200531:1610,267.66,358.05,30.51,23.25,2.0,0.0
20200531:1710,91.07,158.98,20.11,22.78,2.14,0.0
20200531:1810,28.71,50.66,10.07,21.86,1.72,0.0
20200531:1910,0.0,0.0,0.0,20.42,1.52,0.0
20200531:2010,0.0,0.0,0.0,18.22,1.79,0.0
20200531:2110,0.0,0.0,0.0,16.75,1.72,0.0
20200531:2210,0.0,0.0,0.0,16.39,1.45,0.0
20200531:2310,0.0,0.0,0.0,17.97,0.76,0.0
20200601:0010,0.0,0.0,0.0,17.57,0.07,0.0
20200601:0110,0.0,0.0,0.0,17.06,0.41,0.0
20200601:0210,0.0,0.0,0.0,16.37,0.9,0.0
20200601:0310,0.0,0.0,0.0,15.13,1.24,0.0
20200601:0410,0.0,0.0,0.0,14.46,1.24,0.0
20200601:0510,33.17,54.95,11.07,14.47,1.03,0.0
20200601:0610,135.82,207.52,21.15,15.89,0.62,0.0
20200601:0710,329.75,426.4,31.56,18.85,1.24,0.0
20200601:0810,497.7,633.22,41.96,20.47,1.72,0.0
20200601:0910,630.91,817.56,51.87,21.96,1.93,0.0
20200601:1010,721.08,956.11,60.38,23.23,1.93,0.0
20200601:1110,750.77,1006.9,65.66,24.46,2.07,0.0
20200601:1210,649.16,860.62,65.38,25.34,2.21,0.0
20200601:1310,629.71,834.81,59.71,25.86,2.07,0.0
20200601:1410,455.74,594.23,51.02,26.12,2.07,0.0
20200601:1510,303.64,396.6,41.04,26.08,2.07,0.0
20200601:1610,195.75,262.77,30.62,25.09,1.59,0.0
20200601:1710,85.79,125.33,20.23,24.41,2.0,0.0
20200601:1810,10.9,25.76,10.2,22.81,2.07,0.0
20200601:1910,0.0,0.0,0.0,21.61,1.59,0.0
20200601:2010,0.0,0.0,0.0,19.92,1.93,0.0
20200601:2110,0.0,0.0,0.0,18.87,2.14,0.0
20200601:2210,0.0,0.0,0.0,17.91,2.0,0.0
20200601:2310,0.0,0.0,0.0,16.83,1.72,0.0
20200602:0010,0.0,0.0,0.0,16.42,1.31,0.0
20200602:0110,0.0,0.0,0.0,15.79,1.31,0.0
20200602:0210,0.0,0.0,0.0,15.5,1.17,0.0
20200602:0310,0.0,0.0,0.0,15.24,1.1,0.0
20200602:0410,0.0,0.0,0.0,14.88,1.1,0.0
20200602:0510,2.42,11.16,11.14,15.48,0.69,0.0
20200602:0610,135.56,194.63,21.22,16.87,0.28,0.0
20200602:0710,326.67,424.87,31.62,19.02,0.69,0.0
20200602:0810,491.69,637.68,42.03,20.62,0.41,0.0
20200602:0910,618.07,831.85,51.94,22.22,0.07,0.0
20200602:1010,695.52,962.25,60.47,23.64,0.14,0.0
20200602:1110,733.03,1019.94,65.78,24.57,0.48,0.0
20200602:1210,689.1,942.69,65.52,25.53,0.97,0.0
20200602:1310,686.55,926.47,59.84,26.02,1.52,0.0
20200602:1410,590.56,779.53,51.14,26.39,1.93,0.0
20200602:1510,451.27,589.25,41.16,26.58,2.21,0.0
20200602:1610,274.42,374.04,30.74,26.33,2.28,0.0
20200602:1710,90.74,159.99,20.35,25.92,2.21,0.0
20200602:1810,26.99,48.94,10.32,24.89,1.66,0.0
20200602:1910,0.0,0.0,0.0,23.03,1.31,0.0
20200602:2010,0.0,0.0,0.0,23.33,0.97,0.0
20200602:2110,0.0,0.0,0.0,23.28,0.83,0.0
20200602:2210,0.0,0.0,0.0,22.57,0.97,0.0
20200602:2310,0.0,0.0,0.0,21.15,1.17,0.0
20200603:0010,0.0,0.0,0.0,19.96,1.24,0.0
20200603:0110,0.0,0.0,0.0,18.9,1.31,0.0
20200603:0210,0.0,0.0,0.0,18.38,1.17,0.0
20200603:0310,0.0,0.0,0.0,17.94,0.97,0.0
20200603:0410,0.0,0.0,0.0,17.22,1.03,0.0
20200603:0510,38.21,61.82,11.21,16.57,1.03,0.0
20200603:0610,134.63,204.23,21.28,17.58,0.48,0.0
20200603:0710,319.47,416.2,31.68,21.21,1.72,0.0
20200603:0810,450.09,573.66,42.08,22.68,2.48,0.0
20200603:0910,588.64,759.27,52.01,23.86,2.76,0.0
20200603:1010,336.75,434.14,60.56,24.82,3.03,0.0
20200603:1110,105.72,148.57,65.89,25.21,3.03,0.0
20200603:1210,755.88,1001.31,65.65,25.58,3.17,0.0
20200603:1310,138.38,187.09,59.97,23.74,3.93,0.0
20200603:1410,160.02,211.85,51.26,22.22,4.07,0.0
20200603:1510,202.91,263.85,41.27,22.09,3.24,0.0
20200603:1610,185.26,245.35,30.85,22.55,2.41,0.0
20200603:1710,20.5,39.44,20.46,21.41,2.62,0.0
20200603:1810,12.23,27.48,10.43,19.97,2.55,0.0
20200603:1910,0.0,0.0,0.0,19.82,3.93,0.0
20200603:2010,0.0,0.0,0.0,18.76,4.21,0.0
20200603:2110,0.0,0.0,0.0,18.06,4.34,0.0
20200603:2210,0.0,0.0,0.0,17.54,4.28,0.0
20200603:2310,0.0,0.0,0.0,17.08,4.14,0.0
20200604:0010,0.0,0.0,0.0,16.77,3.72,0.0
20200604:0110,0.0,0.0,0.0,16.49,3.45,0.0
20200604:0210,0.0,0.0,0.0,16.38,3.17,0.0
20200604:0310,0.0,0.0,0.0,16.0,2.55,0.0
20200604:0410,0.0,0.0,0.0,15.59,1.93,0.0
20200604:0510,43.24,67.83,11.26,15.55,1.45,0.0
20200604:0610,27.38,47.69,21.33,15.54,1.31,0.0
20200604:0710,78.54,110.97,31.73,16.02,1.1,0.0
20200604:0810,117.44,157.74,42.14,16.74,1.17,0.0
20200604:0910,227.75,290.49,52.07,17.3,1.03,0.0
20200604:1010,256.16,326.85,60.64,18.07,0.83,0.0
20200604:1110,247.17,316.75,66.0,18.65,0.83,0.0
20200604:1210,657.7,865.05,65.77,19.57,0.97,0.0
20200604:1310,305.83,389.02,60.09,19.25,1.31,0.0
20200604:1410,569.61,727.19,51.37,19.37,1.59,0.0
20200604:1510,161.59,212.87,41.38,19.58,1.24,0.0
20200604:1610,141.94,190.19,30.96,19.78,0.55,0.0
20200604:1710,10.48,24.76,20.57,18.97,0.83,0.0
20200604:1810,1.95,10.3,10.54,17.72,2.0,0.0
20200604:1910,0.0,0.0,0.0,17.61,2.48,0.0
20200604:2010,0.0,0.0,0.0,16.63,2.69,0.0
20200604:2110,0.0,0.0,0.0,15.66,3.17,0.0
20200604:2210,0.0,0.0,0.0,14.5,2.9,0.0
20200604:2310,0.0,0.0,0.0,13.73,2.48,0.0
20200605:0010,0.0,0.0,0.0,13.47,2.14,0.0
20200605:0110,0.0,0.0,0.0,13.14,1.93,0.0
20200605:0210,0.0,0.0,0.0,13.09,1.79,0.0
20200605:0310,0.0,0.0,0.0,13.02,1.93,0.0
20200605:0410,0.0,0.0,0.0,13.0,2.14,0.0
20200605:0510,28.78,48.94,11.32,12.71,2.28,0.0
20200605:0610,109.99,148.06,21.37,12.45,2.9,0.0
20200605:0710,197.73,248.0,31.77,12.8,3.1,0.0
20200605:0810,223.67,278.2,42.18,13.84,3.38,0.0
20200605:0910,242.83,302.1,52.13,15.14,3.79,0.0
20200605:1010,269.49,335.59,60.72,16.14,3.45,0.0
20200605:1110,277.22,345.57,66.11,16.14,2.97,0.0
20200605:1210,81.7,114.64,65.89,16.51,2.97,0.0
20200605:1310,68.64,99.05,60.2,16.59,2.9,0.0
20200605:1410,102.39,139.4,51.48,16.78,2.76,0.0
20200605:1510,110.78,149.49,41.48,16.93,2.48,0.0
20200605:1610,62.39,91.71,31.06,16.97,2.28,0.0
20200605:1710,39.36,63.28,20.67,16.92,2.14,0.0
20200605:1810,22.33,41.21,10.65,16.73,2.0,0.0
20200605:1910,0.0,0.0,0.0,16.24,2.0,0.0
20200605:2010,0.0,0.0,0.0,16.05,2.07,0.0
20200605:2110,0.0,0.0,0.0,15.86,2.14,0.0
20200605:2210,0.0,0.0,0.0,15.21,2.28,0.0
20200605:2310,0.0,0.0,0.0,15.12,2.34,0.0
20200606:0010,0.0,0.0,0.0,14.85,2.34,0.0
20200606:0110,0.0,0.0,0.0,14.66,2.21,0.0
20200606:0210,0.0,0.0,0.0,14.43,2.28,0.0
20200606:0310,0.0,0.0,0.0,14.36,2.34,0.0
20200606:0410,0.0,0.0,0.0,14.35,2.48,0.0
20200606:0510,31.83,53.24,11.36,14.71,2.55,0.0
20200606:0610,112.19,153.37,21.42,15.54,2.41,0.0
20200606:0710,234.31,297.07,31.81,16.45,2.48,0.0
20200606:0810,317.42,396.46,42.23,17.93,2.69,0.0
20200606:0910,525.48,657.51,52.18,19.0,2.97,0.0
20200606:1010,109.28,149.49,60.78,19.88,2.9,0.0
20200606:1110,487.81,617.56,66.2,20.42,2.69,0.0
20200606:1210,137.5,184.34,66.01,21.18,2.83,0.0
20200606:1310,229.26,296.13,60.31,21.75,2.76,0.0
20200606:1410,520.44,662.84,51.58,22.26,2.76,0.0
20200606:1510,236.81,305.9,41.58,22.13,2.48,0.0
20200606:1610,149.02,198.84,31.16,21.04,2.21,0.0
20200606:1710,91.59,130.27,20.77,20.05,1.66,0.0
20200606:1810,38.97,63.54,10.75,19.6,1.24,0.0
20200606:1910,0.0,0.0,0.0,17.63,2.0,0.0
20200606:2010,0.0,0.0,0.0,16.34,1.66,0.0
20200606:2110,0.0,0.0,0.0,15.43,1.72,0.0
20200606:2210,0.0,0.0,0.0,14.73,2.28,0.0
20200606:2310,0.0,0.0,0.0,14.03,2.9,0.0
20200607:0010,0.0,0.0,0.0,13.22,2.76,0.0
20200607:0110,0.0,0.0,0.0,12.57,2.0,0.0
20200607:0210,0.0,0.0,0.0,12.32,1.66,0.0
20200607:0310,0.0,0.0,0.0,12.14,1.03,0.0
20200607:0410,0.0,0.0,0.0,12.18,0.28,0.0
20200607:0510,2.47,11.16,11.41,12.27,0.21,0.0
20200607:0610,70.13,99.59,21.45,12.38,0.55,0.0
20200607:0710,161.11,205.8,31.85,12.42,1.38,0.0
20200607:0810,195.7,246.55,42.26,13.02,1.38,0.0
20200607:0910,638.5,798.25,52.22,14.21,1.72,0.0
20200607:1010,704.95,895.67,60.85,15.37,1.86,0.0
20200607:1110,536.18,671.29,66.29,16.22,2.07,0.0
20200607:1210,644.59,816.21,66.11,16.89,2.28,0.0
20200607:1310,197.69,253.12,60.42,17.62,2.55,0.0
20200607:1410,422.93,525.52,51.68,17.88,2.97,0.0
20200607:1510,294.5,367.36,41.68,17.3,3.17,0.0
20200607:1610,148.1,193.83,31.25,17.11,3.03,0.0
20200607:1710,115.26,170.86,20.87,16.85,2.69,0.0
20200607:1810,35.55,58.39,10.85,16.56,2.14,0.0
20200607:1910,0.0,0.0,0.0,15.24,2.0,0.0
20200607:2010,0.0,0.0,0.0,14.35,2.07,0.0
20200607:2110,0.0,0.0,0.0,13.52,2.28,0.0
20200607:2210,0.0,0.0,0.0,13.2,2.34,0.0
20200607:2310,0.0,0.0,0.0,12.49,2.28,0.0
20200608:0010,0.0,0.0,0.0,12.32,2.28,0.0
20200608:0110,0.0,0.0,0.0,12.21,2.55,0.0
20200608:0210,0.0,0.0,0.0,11.78,2.62,0.0
20200608:0310,0.0,0.0,0.0,11.42,2.48,0.0
20200608:0410,0.0,0.0,0.0,11.02,2.41,0.0
20200608:0510,31.73,52.38,11.44,11.16,2.41,0.0
20200608:0610,141.54,202.68,21.48,12.44,3.03,0.0
20200608:0710,346.76,431.04,31.88,13.73,4.07,0.0
20200608:0810,403.19,490.12,42.29,14.82,4.14,0.0
20200608:0910,576.73,706.54,52.26,16.09,4.14,0.0
20200608:1010,736.3,915.79,60.9,16.99,4.41,0.0
20200608:1110,621.91,770.82,66.37,17.91,4.76,0.0
20200608:1210,444.6,549.79,66.21,18.62,4.9,0.0
20200608:1310,373.31,463.36,60.52,19.18,5.03,0.0
20200608:1410,106.83,145.82,51.78,19.43,5.17,0.0
20200608:1510,215.32,273.91,41.77,19.18,5.1,0.0
20200608:1610,145.13,190.33,31.35,17.61,4.07,0.0
20200608:1710,93.62,130.53,20.97,17.5,4.0,0.0
20200608:1810,9.01,22.32,10.95,16.79,3.59,0.0
20200608:1910,0.0,0.0,0.0,15.68,3.66,0.0
20200608:2010,0.0,0.0,0.0,15.12,3.45,0.0
20200608:2110,0.0,0.0,0.0,14.34,3.17,0.0
20200608:2210,0.0,0.0,0.0,13.84,3.17,0.0
20200608:2310,0.0,0.0,0.0,13.21,3.31,0.0
20200609:0010,0.0,0.0,0.0,12.98,3.31,0.0
20200609:0110,0.0,0.0,0.0,12.52,3.24,0.0
20200609:0210,0.0,0.0,0.0,12.09,3.52,0.0
20200609:0310,0.0,0.0,0.0,11.82,3.72,0.0
20200609:0410,0.0,0.0,0.0,11.65,3.79,0.0
20200609:0510,2.49,11.16,11.47,11.69,3.86,0.0
20200609:0610,21.58,39.44,21.51,11.9,3.52,0.0
20200609:0710,27.2,46.77,31.9,12.15,4.28,0.0
20200609:0810,55.5,81.62,42.32,12.33,4.14,0.0
20200609:0910,72.3,101.8,52.3,12.97,4.0,0.0
20200609:1010,97.95,132.06,60.95,13.5,4.0,0.0
20200609:1110,96.03,130.23,66.45,14.14,3.72,0.0
20200609:1210,135.53,177.0,66.31,15.38,4.14,0.0
20200609:1310,114.91,153.16,60.62,15.79,4.41,0.0
20200609:1410,102.0,138.48,51.87,16.61,4.62,0.0
20200609:1510,38.04,61.45,41.86,16.57,4.41,0.0
20200609:1610,77.93,110.05,31.44,16.54,3.79,0.0
20200609:1710,70.0,100.32,21.06,15.58,3.79,0.0
20200609:1810,42.19,66.12,11.04,14.48,3.93,0.0
20200609:1910,0.0,0.0,0.0,13.88,2.83,0.0
20200609:2010,0.0,0.0,0.0,12.91,2.83,0.0
20200609:2110,0.0,0.0,0.0,12.71,2.97,0.0
20200609:2210,0.0,0.0,0.0,12.54,3.03,0.0
20200609:2310,0.0,0.0,0.0,12.38,3.17,0.0
20200610:0010,0.0,0.0,0.0,12.37,3.24,0.0
20200610:0110,0.0,0.0,0.0,12.34,3.1,0.0
20200610:0210,0.0,0.0,0.0,12.28,3.03,0.0
20200610:0310,0.0,0.0,0.0,12.18,3.1,0.0
20200610:0410,0.0,0.0,0.0,11.92,3.17,0.0
20200610:0510,16.5,32.63,11.5,11.87,3.24,0.0
20200610:0610,36.63,58.69,21.53,12.26,3.24,0.0
20200610:0710,158.55,202.04,31.92,13.15,4.21,0.0
20200610:0810,82.77,114.64,42.34,14.05,3.66,0.0
20200610:0910,145.15,188.01,52.32,14.87,3.52,0.0
20200610:1010,104.82,141.23,61.0,15.49,4.0,0.0
20200610:1110,317.51,390.86,66.52,15.42,4.0,0.0
20200610:1210,398.18,489.4,66.4,16.17,3.93,0.0
20200610:1310,171.29,220.11,60.71,16.74,3.86,0.0
20200610:1410,572.5,707.49,51.96,17.51,3.79,0.0
20200610:1510,84.29,118.31,41.95,17.87,3.66,0.0
20200610:1610,111.83,151.15,31.52,17.99,3.66,0.0
20200610:1710,50.98,77.95,21.14,17.65,2.62,0.0
20200610:1810,37.43,60.96,11.13,17.32,2.0,0.0
20200610:1910,0.0,0.0,0.0,16.07,1.86,0.0
20200610:2010,0.0,0.0,0.0,15.42,1.72,0.0
20200610:2110,0.0,0.0,0.0,14.76,1.31,0.0
20200610:2210,0.0,0.0,0.0,14.13,1.1,0.0
20200610:2310,0.0,0.0,0.0,13.66,1.1,0.0
20200611:0010,0.0,0.0,0.0,13.27,1.17,0.0
20200611:0110,0.0,0.0,0.0,13.22,1.17,0.0
20200611:0210,0.0,0.0,0.0,12.41,1.38,0.0
20200611:0310,0.0,0.0,0.0,11.31,1.45,0.0
20200611:0410,0.0,0.0,0.0,10.87,1.38,0.0
20200611:0510,39.26,61.82,11.52,11.24,1.17,0.0
20200611:0610,87.99,121.31,21.55,12.91,0.76,0.0
20200611:0710,271.2,343.03,31.93,14.66,0.97,0.0
20200611:0810,306.79,383.8,42.35,15.74,1.03,0.0
20200611:0910,392.06,492.7,52.34,16.8,0.97,0.0
20200611:1010,517.46,658.52,61.03,18.03,1.24,0.0
20200611:1110,562.96,719.36,66.58,18.77,1.66,0.0
20200611:1210,734.76,958.23,66.48,19.62,2.0,0.0
20200611:1310,688.38,890.06,60.79,20.13,2.14,0.0
20200611:1410,551.28,697.43,52.04,20.65,2.83,0.0
20200611:1510,394.53,496.92,42.03,20.89,3.24,0.0
20200611:1610,234.91,305.2,31.6,20.76,3.31,0.0
20200611:1710,114.53,163.06,21.22,20.26,2.76,0.0
20200611:1810,36.4,60.1,11.21,19.37,2.69,0.0
20200611:1910,0.0,0.0,0.0,18.71,3.1,0.0
20200611:2010,0.0,0.0,0.0,17.86,2.97,0.0
20200611:2110,0.0,0.0,0.0,16.92,2.69,0.0
20200611:2210,0.0,0.0,0.0,16.28,2.69,0.0
20200611:2310,0.0,0.0,0.0,16.01,2.76,0.0
20200612:0010,0.0,0.0,0.0,15.4,2.28,0.0
20200612:0110,0.0,0.0,0.0,14.83,2.28,0.0
20200612:0210,0.0,0.0,0.0,14.58,2.55,0.0
20200612:0310,0.0,0.0,0.0,14.34,2.55,0.0
20200612:0410,0.0,0.0,0.0,14.51,2.62,0.0
20200612:0510,2.43,11.16,11.53,14.6,2.9,0.0
20200612:0610,27.43,47.69,21.56,15.51,3.38,0.0
20200612:0710,70.7,101.8,31.94,16.96,2.0,0.0
20200612:0810,90.82,126.56,42.36,18.4,2.62,0.0
20200612:0910,74.08,107.3,52.36,20.56,3.24,0.0
20200612:1010,409.21,513.25,61.06,22.34,5.66,0.0
20200612:1110,236.09,303.36,66.63,23.15,6.55,0.0
20200612:1210,315.85,399.65,66.55,23.06,6.62,0.0
20200612:1310,188.66,245.78,60.87,22.56,6.14,0.0
20200612:1410,99.39,138.48,52.12,22.03,5.17,0.0
20200612:1510,47.06,74.29,42.11,21.95,4.34,0.0
20200612:1610,28.55,50.44,31.68,22.27,4.55,0.0
20200612:1710,14.62,31.18,21.3,22.04,4.48,0.0
20200612:1810,36.06,60.1,11.29,21.39,4.07,0.0
20200612:1910,0.0,0.0,0.0,20.44,4.48,0.0
20200612:2010,0.0,0.0,0.0,19.77,4.14,0.0
20200612:2110,0.0,0.0,0.0,18.97,3.86,0.0
20200612:2210,0.0,0.0,0.0,18.24,3.52,0.0
20200612:2310,0.0,0.0,0.0,17.43,3.1,0.0
20200613:0010,0.0,0.0,0.0,16.84,2.69,0.0
20200613:0110,0.0,0.0,0.0,16.29,2.41,0.0
20200613:0210,0.0,0.0,0.0,15.42,2.21,0.0
20200613:0310,0.0,0.0,0.0,14.86,2.21,0.0
20200613:0410,0.0,0.0,0.0,14.18,2.14,0.0
20200613:0510,2.44,11.16,11.54,14.28,1.79,0.0
20200613:0610,13.15,28.43,21.56,16.22,1.45,0.0
20200613:0710,35.61,58.69,31.95,17.61,2.07,0.0
20200613:0810,119.88,161.41,42.37,18.62,2.55,0.0
20200613:0910,284.53,360.12,52.37,19.55,2.55,0.0
20200613:1010,75.85,109.14,61.09,19.67,2.62,0.0
20200613:1110,336.41,425.72,66.68,20.09,2.48,0.0
20200613:1210,519.64,662.24,66.62,20.37,2.21,0.0
20200613:1310,336.46,424.4,60.95,19.96,2.83,0.0
20200613:1410,191.01,246.96,52.2,19.37,2.62,0.0
20200613:1510,235.03,301.84,42.18,19.38,1.17,0.0
20200613:1610,211.25,276.88,31.76,19.46,0.41,0.0
20200613:1710,21.37,40.35,21.38,19.32,0.55,0.0
20200613:1810,2.36,11.16,11.37,18.31,0.97,0.0
20200613:1910,0.0,0.0,0.0,17.44,0.69,0.0
20200613:2010,0.0,0.0,0.0,16.02,1.31,0.0
20200613:2110,0.0,0.0,0.0,14.91,1.03,0.0
20200613:2210,0.0,0.0,0.0,14.26,1.17,0.0
20200613:2310,0.0,0.0,0.0,14.13,1.1,0.0
20200614:0010,0.0,0.0,0.0,14.03,1.1,0.0
20200614:0110,0.0,0.0,0.0,13.89,1.1,0.0
20200614:0210,0.0,0.0,0.0,13.5,1.17,0.0
20200614:0310,0.0,0.0,0.0,12.73,1.38,0.0
20200614:0410,0.0,0.0,0.0,12.34,1.38,0.0
20200614:0510,29.39,49.8,11.55,12.84,1.03,0.0
20200614:0610,132.72,203.24,21.56,14.98,1.03,0.0
20200614:0710,290.92,368.59,31.94,15.54,1.52,0.0
20200614:0810,461.14,570.87,42.37,16.81,2.62,0.0
20200614:0910,592.75,741.99,52.38,17.87,2.76,0.0
20200614:1010,609.6,770.83,61.11,18.39,2.55,0.0
20200614:1110,663.34,847.66,66.72,19.18,2.62,0.0
20200614:1210,728.11,940.43,66.68,19.48,2.48,0.0
20200614:1310,712.26,916.26,61.02,20.46,2.76,0.0
20200614:1410,612.1,775.32,52.27,20.85,3.1,0.0
20200614:1510,460.31,580.05,42.25,21.31,3.38,0.0
20200614:1610,281.52,369.03,31.83,21.18,3.31,0.0
20200614:1710,100.56,170.54,21.45,20.85,3.1,0.0
20200614:1810,27.07,48.08,11.44,19.93,2.34,0.0
20200614:1910,0.0,0.0,0.0,18.97,2.07,0.0
20200614:2010,0.0,0.0,0.0,17.59,2.0,0.0
20200614:2110,0.0,0.0,0.0,16.43,2.07,0.0
20200614:2210,0.0,0.0,0.0,15.28,2.28,0.0
20200614:2310,0.0,0.0,0.0,15.01,2.48,0.0
20200615:0010,0.0,0.0,0.0,14.51,2.69,0.0
20200615:0110,0.0,0.0,0.0,14.04,2.55,0.0
20200615:0210,0.0,0.0,0.0,13.33,2.28,0.0
20200615:0310,0.0,0.0,0.0,12.57,2.0,0.0
20200615:0410,0.0,0.0,0.0,12.06,1.72,0.0
20200615:0510,43.28,66.97,11.55,12.18,1.52,0.0
20200615:0610,134.87,189.46,21.56,14.99,1.59,0.0
20200615:0710,190.47,243.7,31.94,16.47,2.83,0.0
20200615:0810,237.64,299.03,42.36,17.5,3.72,0.0
20200615:0910,453.97,563.11,52.38,18.46,3.59,0.0
20200615:1010,506.37,633.04,61.12,19.27,3.52,0.0
20200615:1110,539.95,679.46,66.75,20.13,3.59,0.0
20200615:1210,684.41,872.24,66.74,20.66,3.66,0.0
20200615:1310,699.88,893.63,61.08,21.2,3.59,0.0
20200615:1410,578.22,732.56,52.34,21.73,3.38,0.0
20200615:1510,469.43,593.32,42.32,21.64,3.17,0.0
20200615:1610,276.2,362.49,31.89,21.26,2.69,0.0
20200615:1710,110.99,174.65,21.51,21.31,2.62,0.0
20200615:1810,35.48,59.25,11.5,20.6,2.0,0.0
20200615:1910,0.0,0.0,0.0,19.33,2.07,0.0
20200615:2010,0.0,0.0,0.0,17.77,2.14,0.0
20200615:2110,0.0,0.0,0.0,16.8,2.14,0.0
20200615:2210,0.0,0.0,0.0,15.82,2.14,0.0
20200615:2310,0.0,0.0,0.0,15.1,2.28,0.0
20200616:0010,0.0,0.0,0.0,14.68,2.28,0.0
20200616:0110,0.0,0.0,0.0,14.36,2.21,0.0
20200616:0210,0.0,0.0,0.0,13.8,2.07,0.0
20200616:0310,0.0,0.0,0.0,13.27,1.86,0.0
20200616:0410,0.0,0.0,0.0,12.85,1.79,0.0
20200616:0510,30.05,50.66,11.54,13.12,1.72,0.0
20200616:0610,128.83,177.79,21.55,15.24,2.0,0.0
20200616:0710,329.26,417.89,31.93,16.6,2.97,0.0
20200616:0810,337.98,419.25,42.35,17.68,3.52,0.0
20200616:0910,529.43,659.22,52.37,18.76,3.45,0.0
20200616:1010,610.4,770.91,61.12,19.52,3.17,0.0
20200616:1110,668.77,854.0,66.78,19.98,3.03,0.0
20200616:1210,649.65,832.6,66.79,20.88,2.97,0.0
20200616:1310,481.0,608.68,61.14,21.28,3.1,0.0
20200616:1410,520.47,658.63,52.4,21.63,3.17,0.0
20200616:1510,379.17,480.59,42.38,21.97,3.1,0.0
20200616:1610,250.19,326.39,31.95,21.44,3.03,0.0
20200616:1710,86.14,122.84,21.57,20.6,2.48,0.0
20200616:1810,25.83,46.37,11.56,19.54,1.93,0.0
20200616:1910,0.0,0.0,0.0,18.35,2.55,0.0
20200616:2010,0.0,0.0,0.0,17.32,3.03,0.0
20200616:2110,0.0,0.0,0.0,15.88,3.24,0.0
20200616:2210,0.0,0.0,0.0,15.2,2.62,0.0
20200616:2310,0.0,0.0,0.0,14.89,1.86,0.0
20200617:0010,0.0,0.0,0.0,14.48,2.0,0.0
